"","TSE_code","year","company","date","market","TSE_name","TEJ_name2","TEJ_code2","TEJ_name1","TEJ_code1","BTE","CTP_GAAP","CTP_IFRS_CFI","CTP_IFRS_CFO","CTP_IFRS_CFF","PTEBX","EBIT","OERD","OEPRO","NetSales","employee","PB","FA","Land","LandR","GrossSales","TA","TL","INTAN","QUICK","InvIn","InvLoss","OUTINSTI","RELATIN","RELATOUT","FAMILY","FAMILY2"
"435","M2331",2006,"8183 精星",2006-12-29,"OTC","其他電子業","PCB 組裝","M23B2B","主機板","M23B",-8315,29974,NA,NA,NA,17874,90385,63346,190085,8263493,5782,0.59,1598634,170051,0,8512496,5273045,3244934,0,78.24,0,0,33.49,0,10,"M","專業經理人治理"
"436","M2331",2006,"8201 無敵",2006-12-29,"TSE","其他電子業","其他電子","M23Z","其他電子","M23Z",58436,45775,NA,NA,NA,340949,340949,277348,602803,3531779,1119,1.29,576735,259336,0,3786875,3578556,753448,451262,382.92,0,0,48.8,0,14,"M","專業經理人治理"
"437","M2331",2006,"8383 千附",2006-12-29,"OTC","其他電子業","廠辦機電","M23H1","電子設備","M23H",44610,41144,NA,NA,NA,148712,148946,20694,70285,1101410,433,1.97,634250,134819,0,1106763,2243128,920582,23945,72.02,-354,0,11.89,0,1,"F","單一家族主導"
"438","M2331",2007,"1785 光洋科",2007-12-31,"OTC","其他電子業","貴金屬回收","M99L1","資源回收","M99L",317136,145917,NA,NA,NA,2014514,2341337,181626,197124,19246691,1002,2.75,2925166,321701,26592,19279107,12921944,6525112,74850,42.38,0,1753,47.41,21,6,"F","單一家族主導"
"439","M2331",2007,"2312 金寶",2007-12-31,"TSE","其他電子業","數據機","M23E1","網路設備","M23E",111874,296945,NA,NA,NA,1197140,1286667,719825,320801,27261219,8298,0.68,4025231,66271,0,27284132,34677716,11859379,135620,81.65,0,143418,30.89,100,17,"F","單一家族主導"
"440","M2331",2007,"2317 鴻海",2007-12-31,"TSE","其他電子業","PC","M23A1","PC系統","M23A",16449056,11881978,NA,NA,NA,101137416,106550688,15340716,25173928,1702663425,550000,3.31,202374799,3785415,0,1703945741,867297055,483792363,15578697,93.3,-3644203,0,73.62,25,9,"F","單一家族主導"
"441","M2331",2007,"2354 鴻準",2007-12-31,"TSE","其他電子業","機殼","M23D4","電子零組件","M23D",1005967,592786,NA,NA,NA,10050990,10715404,737980,1080365,135102391,62560,4.06,23725301,73008,0,135102391,100126326,50810556,182380,126.79,0,0,89.81,54,2,"F","單一家族主導"
"442","M2331",2007,"2359 所羅門",2007-12-31,"TSE","其他電子業","零組件代理","M23T2","資訊通路","M23T",343327,29038,NA,NA,NA,1924348,2042220,60586,494808,14638642,1800,1.14,751575,234526,0,14677860,10912123,4361831,0,153.4,0,34104,6.58,0,2,"F","單一家族主導"
"443","M2331",2007,"2360 致茂",2007-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",361707,274811,NA,NA,NA,1956551,1992997,518375,932779,12630020,1639,3.08,2507176,450575,0,12680279,9925349,3442942,252807,130.89,-52990,0,54.55,8,65,"M","專業經理人治理"
"444","M2331",2007,"2373 震旦行",2007-12-31,"TSE","其他電子業","3C通路","M23T1","資訊通路","M23T",222075,131184,NA,NA,NA,731259,810565,NA,NA,11056127,5610,1.68,1800271,278835,0,11299008,9674310,4371194,119017,89.83,-172780,0,73.39,16,12,"F","單一家族主導"
"445","M2331",2007,"2390 云辰",2007-12-31,"TSE","其他電子業","監控系統","M23C9","光電/ IO","M23C",2431,1645,NA,NA,NA,-38274,-20982,65249,100973,1195315,938,0.78,794646,82328,0,1210470,3650319,872178,56570,190.12,-33350,0,28.48,79,1,"F","單一家族主導"
"446","M2331",2007,"2404 漢唐",2007-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",281220,182712,NA,NA,NA,1194046,1200054,22384,58355,10571742,851,1.44,356934,96855,0,10571742,9351258,4671062,33157,113.61,-56537,0,25.74,1,0,"F","單一家族主導"
"447","M2331",2007,"2423 固緯",2007-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",61775,59713,NA,NA,NA,297030,306840,107378,259734,1696806,681,1.57,817125,412307,0,1711117,2217678,783278,42834,103.09,0,0,22.27,49,23,"F","單一家族主導"
"448","M2331",2007,"2433 互盛電",2007-12-31,"TSE","其他電子業","3C通路","M23T1","資訊通路","M23T",69083,73100,NA,NA,NA,489936,548380,0,355268,2094638,597,1.13,1287721,31892,0,2110855,4922534,2444844,239814,69.74,0,0,77.18,5,23,"F","單一家族主導"
"449","M2331",2007,"2461 光群雷",2007-12-31,"TSE","其他電子業","其他光學","M23CZ2","光電/ IO","M23C",65775,30165,NA,NA,NA,550109,586250,95228,197490,3685688,NA,1.32,1637464,58056,0,3685688,5096697,2025979,60887,149.52,-22551,0,41.96,54,43,"F","單一家族主導"
"450","M2331",2007,"2464 盟立",2007-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",107292,124998,NA,NA,NA,826630,828100,237327,199372,5054837,739,2.35,475174,14544,0,5076219,4749694,1940632,0,97.45,0,0,37.33,NA,6,"M","專業經理人治理"
"451","M2331",2007,"2474 可成",2007-12-31,"TSE","其他電子業","機殼","M23D4","電子零組件","M23D",486570,387978,NA,NA,NA,7702484,7788937,184834,120870,18087477,32953,3.95,14270775,0,0,18087477,36530362,10598279,367983,177.59,-965,0,78.38,83,8,"F","單一家族主導"
"452","M2331",2007,"2477 美隆電",2007-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",75067,61857,NA,NA,NA,737881,738113,147044,295157,7300931,4907,1.5,1388260,73129,72155,7335920,6192581,2045961,116425,157.48,0,10034,54.2,71,2,"F","單一家族主導"
"453","M2331",2007,"2482 連宇",2007-12-31,"TSE","其他電子業","PC週邊","M23C3","光電/ IO","M23C",15613,15846,NA,NA,NA,132671,136128,102072,125266,1129558,273,2.26,270182,158203,0,1129558,1305878,370410,90480,203.58,-4512,0,40.92,37,72,"F","單一家族主導"
"454","M2331",2007,"2488 漢平",2007-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",34902,20559,NA,NA,NA,282374,289746,100008,69466,2110702,1233,1.27,924440,26390,129529,2119093,2608272,856182,55960,279.79,0,0,33.82,84,0,"F","單一家族主導"
"455","M2331",2007,"2495 普安",2007-12-31,"TSE","其他電子業","硬碟磁碟","M23C4B","光電/ IO","M23C",-16995,21798,NA,NA,NA,1548736,1548751,257932,112327,3505983,462,2.66,516088,220192,0,3620995,5142922,324256,4841,1203.82,0,0,31.57,0,48,"M","專業經理人治理"
"456","M2331",2007,"2497 怡利電",2007-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",31286,8145,NA,NA,NA,119851,127695,100782,50873,1135650,778,3.87,604270,175239,0,1151235,1833691,622048,38747,75.45,0,0,24.05,1,27,"F","單一家族主導"
"457","M2331",2007,"3018 同開",2007-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",-287,-8962,NA,NA,NA,444,10754,NA,NA,1526850,107,2.99,162011,137959,0,1526850,738065,384935,1513,139.02,0,0,46.97,0,3,"M","專業經理人治理"
"458","M2331",2007,"3030 德律",2007-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",39176,36416,NA,NA,NA,812798,817312,155099,405064,2538902,590,2.59,1754887,1166021,0,2554446,3303868,544853,30823,189.32,0,0,23.43,0,55,"F","單一家族主導"
"459","M2331",2007,"3043 科風",2007-12-31,"TSE","其他電子業","電源供應器","M23D3","電子零組件","M23D",58749,69360,NA,NA,NA,178320,193892,128604,172340,4056183,2278,1.5,1331247,171536,0,4073596,5577142,1581469,37262,136.7,0,0,4.19,0,12,"F","單一家族主導"
"460","M2331",2007,"3067 全域",2007-12-31,"OTC","其他電子業","音響設備","M23U2","消費性電子","M23U",4660,13669,NA,NA,NA,56230,56230,NA,NA,805261,875,1.19,129290,61277,0,805261,561770,159246,0,109.72,0,0,67.39,0,7,"F","單一家族主導"
"461","M2331",2007,"3093 港建",2007-12-31,"OTC","其他電子業","設備通路","M23H3","電子設備","M23H",50439,72102,NA,NA,NA,212241,212241,3711,144627,1022207,125,2.03,107059,43251,0,1023876,1053551,271943,9657,287.06,0,0,68.94,19,12,"F","單一家族主導"
"462","M2331",2007,"3131 弘塑",2007-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",0,0,NA,NA,NA,37746,37746,40818,15036,334264,79,NA,24702,0,0,334264,348819,146797,0,186.95,0,0,NA,NA,NA,NA,NA
"463","M2331",2007,"3285 微端",2007-12-31,"OTC","其他電子業","音響設備","M23U2","消費性電子","M23U",21415,13777,NA,NA,NA,82243,85769,NA,NA,1328374,383,0.88,158918,40303,0,1344003,843123,345793,0,144.65,0,0,41.39,79,14,"F","單一家族主導"
"464","M2331",2007,"3289 宜特",2007-12-31,"OTC","其他電子業","IC設計","M23G5","半導體","M23G",29823,25200,NA,NA,NA,275049,290557,35178,104742,1528167,830,2.12,1587210,43435,0,1530006,2506927,1137769,2699,105.48,0,0,39.3,0,0,"M","專業經理人治理"
"465","M2331",2007,"3303 岱稜",2007-12-31,"OTC","其他電子業","其他光學","M23CZ2","光電/ IO","M23C",52886,23475,NA,NA,NA,288761,302370,53353,46721,2020443,642,2.38,1048174,349742,0,2068703,2765647,1338003,9449,231.06,-1146,0,50.3,29,45,"F","單一家族主導"
"466","M2331",2007,"3305 昇貿",2007-12-31,"TSE","其他電子業","PCB上-其他","M23B3X","主機板","M23B",93637,74627,NA,NA,NA,463811,525186,58200,138243,4969104,632,2.14,585678,76507,0,4982935,4363549,2499757,20068,151.81,0,0,18.46,2,52,"F","單一家族主導"
"467","M2331",2007,"3324 雙鴻",2007-12-31,"OTC","其他電子業","散熱零組件","M23D9B","電子零組件","M23D",-13123,4001,NA,NA,NA,-177047,-151199,123280,203152,3381822,1648,1.27,501357,0,0,3440249,2954093,2362355,0,78.87,-20,0,17.91,86,13,"M","專業經理人治理"
"468","M2331",2007,"3373 熱映",2007-12-31,"OTC","其他電子業","醫療耗材","M17G","醫療耗材","M17G",5599,13259,NA,NA,NA,49581,49581,38658,21499,435100,459,1.75,30846,0,0,436149,432590,87068,3778,299.45,0,0,58.67,99,0,"M","專業經理人治理"
"469","M2331",2007,"3402 漢科",2007-12-31,"OTC","其他電子業","廠辦機電","M23H1","電子設備","M23H",70063,58945,NA,NA,NA,281289,287772,10116,54595,2363947,350,2.33,112327,31281,0,2363947,1733115,958447,632,119.8,0,0,19.89,1,2,"M","專業經理人治理"
"470","M2331",2007,"3450 聯鈞",2007-12-31,"TSE","其他電子業","光纖通訊","M23K6","通訊設備","M23K",43350,31238,NA,NA,NA,248248,248248,34585,10478,1259031,312,1.66,942656,92342,0,1262265,1925542,263763,6280,309.8,0,0,45.94,0,0,"F","單一家族主導"
"471","M2331",2007,"3498 陽程",2007-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",117917,149881,NA,NA,NA,479367,485596,121477,198581,2531717,1017,2.39,379973,68059,0,2531803,2328320,968118,66436,135.88,0,2265,19.18,57,0,"A","共治型態"
"472","M2331",2007,"3508 位速",2007-12-31,"OTC","其他電子業","沖壓零組件","M23D9A","電子零組件","M23D",9311,30121,NA,NA,NA,148684,152578,18765,11413,1274270,1009,6.48,523655,30000,0,1280591,1602069,671387,4747,135.91,0,1432,33.94,69,34,"M","專業經理人治理"
"473","M2331",2007,"3518 柏騰",2007-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",65730,68752,NA,NA,NA,1000599,1022683,70285,0,1904207,2621,3.93,1202037,263020,0,1904843,4659911,725362,15450,473.26,0,0,34.82,0,83,"M","專業經理人治理"
"474","M2331",2007,"3541 西柏",2007-12-31,"OTC","其他電子業","PC週邊","M23C3","光電/ IO","M23C",33768,8846,NA,NA,NA,142487,146134,64391,24180,707954,148,3.52,174873,63314,0,711436,574945,240559,4028,115.35,0,0,9.58,5,0,"F","單一家族主導"
"475","M2331",2007,"3551 世禾",2007-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",88881,82200,NA,NA,NA,308346,310796,11717,68787,921712,485,2.08,452611,161897,0,922731,1194168,201479,0,349.22,-629,0,52.73,0,1,"F","單一家族主導"
"476","M2331",2007,"3552 同致",2007-12-31,"OTC","其他電子業","汽車組件","M15D","汽車組件","M15D",32419,10607,NA,NA,NA,146095,161324,131549,68033,1411369,1217,4.79,477849,195803,18242,1416088,1626370,950653,78905,74.57,0,0,68.06,8,50,"F","單一家族主導"
"477","M2331",2007,"3563 牧德",2007-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",-6662,2310,NA,NA,NA,32134,32134,59480,31555,263328,97,2.09,30170,0,0,267128,354461,73638,8600,282.41,0,0,43.08,26,1,"A","共治型態"
"478","M2331",2007,"3580 友威科",2007-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",27783,19173,NA,NA,NA,138356,143133,22890,46386,781884,541,3.61,250249,0,0,781884,1030671,483328,0,87.44,0,0,46.98,0,9,"F","單一家族主導"
"479","M2331",2007,"3587 閎康",2007-12-31,"OTC","其他電子業","IC設計","M23G5","半導體","M23G",-972,577,NA,NA,NA,60166,61285,7958,13022,264402,118,NA,356664,0,0,266316,637796,54945,2805,474.81,0,0,58.79,0,0,"F","單一家族主導"
"480","M2331",2007,"3617 碩天",2007-12-31,"TSE","其他電子業","電源供應器","M23D3","電子零組件","M23D",123638,25871,NA,NA,NA,544576,571515,91396,488350,3759464,1388,NA,195831,79636,0,3802467,2417779,1044215,41364,116.3,0,0,65.48,1,50,"F","單一家族主導"
"481","M2331",2007,"3628 盈正",2007-12-31,"OTC","其他電子業","電源供應器","M23D3","電子零組件","M23D",13176,7181,NA,NA,NA,100503,117267,50170,96105,1696760,500,NA,149981,0,0,1703252,1452163,1009413,34345,67.08,0,0,NA,NA,NA,NA,NA
"482","M2331",2007,"3642 駿熠電",2007-12-31,"OTC","其他電子業","PC週邊","M23C3","光電/ IO","M23C",31953,13639,NA,NA,NA,132838,133226,21338,30700,916040,1157,NA,204368,0,0,917065,1243048,487140,33115,205.58,0,0,NA,NA,NA,NA,NA
"483","M2331",2007,"3663 鑫科",2007-12-31,"OTC","其他電子業","貴金屬回收","M99L1","資源回收","M99L",25517,36939,NA,NA,NA,132187,145046,21579,35279,2266703,168,NA,485163,0,0,2400088,1199332,542370,0,72.81,0,1416,NA,NA,NA,NA,NA
"484","M2331",2007,"3665 F-貿聯",2007-12-31,"TSE","其他電子業","連接器","M23D2","電子零組件","M23D",38841,32072,NA,NA,NA,250617,253775,23962,170145,3618457,4369,NA,469621,34610,0,3679174,2639406,966525,29566,137.11,-1392,0,NA,NA,NA,NA,NA
"485","M2331",2007,"4415 台原藥",2007-12-31,"OTC","其他電子業","機能性食品","M17C2","藥","M17C",118200,0,NA,NA,NA,-212139,-198554,2131,44971,66316,39,2.12,300487,98256,0,70162,329254,172575,0,7.63,-65437,0,38.76,0,1,"A","共治型態"
"486","M2331",2007,"5205 漢康",2007-12-31,"OTC","其他電子業","應用軟體","M23X2","軟體服務","M23X",-6,25,NA,NA,NA,16215,16773,167,0,1151053,53,3.7,5826,0,0,1152349,300874,179248,4052,119.5,0,573,66.5,98,0,"M","專業經理人治理"
"487","M2331",2007,"5383 金利",2007-12-31,"OTC","其他電子業","光電導線架","M23D9C","電子零組件","M23D",27652,20951,NA,NA,NA,123043,140047,5891,26546,1439345,585,1.15,750902,70861,39329,1461392,1828631,925930,6411,106.12,-39653,0,35.94,1,0,"F","單一家族主導"
"488","M2331",2007,"5452 佶優",2007-12-31,"OTC","其他電子業","零組件代理","M23T2","資訊通路","M23T",30279,33648,NA,NA,NA,114195,211226,0,138178,6947080,236,1.03,351367,136286,32750,6966833,4313418,2548477,2194,127.39,0,0,10.24,50,23,"A","共治型態"
"489","M2331",2007,"5489 彩富",2007-12-31,"OTC","其他電子業","監控系統","M23C9","光電/ IO","M23C",86264,76208,NA,NA,NA,431297,431377,105937,130540,1486180,245,3.54,653593,359626,0,1500964,1571269,242751,0,272.75,0,0,28.75,0,5,"M","專業經理人治理"
"490","M2331",2007,"5493 三聯",2007-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",97792,99322,NA,NA,NA,338745,348397,3126,221553,2440421,404,0.48,674576,268762,0,2440421,2506512,1056070,10085,105.94,-13515,0,26.41,1,12,"F","單一家族主導"
"491","M2331",2007,"5536 聖暉",2007-12-31,"OTC","其他電子業","廠辦機電","M23H1","電子設備","M23H",53577,32664,NA,NA,NA,187696,192736,0,10877,3193202,410,NA,66908,18947,0,3193202,2160801,1666813,1517,77.58,0,0,NA,NA,NA,NA,NA
"492","M2331",2007,"6139 亞翔",2007-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",230912,211181,NA,NA,NA,1244050,1244549,17898,0,9829749,857,1.05,747472,150497,0,9829749,10018084,3188634,2131,187.04,-3625,0,52.3,1,4,"F","單一家族主導"
"493","M2331",2007,"6146 耕興",2007-12-31,"OTC","其他電子業","其他電子","M23Z","其他電子","M23Z",74960,61908,NA,NA,NA,379516,379806,14258,127957,1205490,329,2.36,1027401,146783,0,1207924,1699233,244322,16847,241.72,0,0,38.53,0,0,"F","單一家族主導"
"494","M2331",2007,"6151 晉倫",2007-12-31,"OTC","其他電子業","塑膠加工","M13A8","石化","M13A",24605,24234,NA,NA,NA,82897,92973,12480,71850,1598676,234,1.2,169080,33928,0,1629134,1038603,484512,0,101.56,0,5821,14.31,0,2,"F","單一家族主導"
"495","M2331",2007,"6187 萬潤",2007-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",14079,5591,NA,NA,NA,123410,124280,64630,54349,869474,255,1.56,143829,0,0,871128,1134725,302677,957,249.42,-1284,0,3.9,12,3,"M","專業經理人治理"
"496","M2331",2007,"6192 巨路",2007-12-31,"TSE","其他電子業","零組件代理","M23T2","資訊通路","M23T",151993,113051,NA,NA,NA,629368,632070,45614,406959,5200550,481,2.87,749885,149278,0,5215963,3602200,1629999,11072,170.71,0,0,36.36,0,4,"F","單一家族主導"
"497","M2331",2007,"6196 帆宣",2007-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",40211,95182,NA,NA,NA,288469,345678,199469,373301,12043330,911,0.73,1565866,110456,0,12073153,10291551,6630678,10264,100.74,-20865,0,24.48,4,4,"M","專業經理人治理"
"498","M2331",2007,"6201 亞弘電",2007-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",102798,69466,NA,NA,NA,471201,475642,113351,216710,5927912,2145,1.31,910357,183448,56025,5945728,3576114,1179330,70316,179.97,0,0,19.01,79,1,"A","共治型態"
"499","M2331",2007,"6215 和椿",2007-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",37826,27935,NA,NA,NA,174591,181735,34115,110062,1517967,160,3.23,398746,202252,0,1524194,1484590,627390,44840,146.7,-1336,0,29.91,9,4,"F","單一家族主導"
"500","M2331",2007,"6238 勝麗",2007-12-31,"OTC","其他電子業","IC封測","M23G2","半導體","M23G",0,0,NA,NA,NA,-124535,-114008,0,40749,111512,9,5.36,38355,25524,0,169343,237218,188634,2538,95.69,0,0,63.37,32,0,"M","專業經理人治理"
"501","M2331",2007,"6247 淇譽電",2007-12-31,"OTC","其他電子業","音響設備","M23U2","消費性電子","M23U",5929,8868,NA,NA,NA,39881,60006,78921,116441,2004997,1785,1.53,773892,165128,0,2033008,1985545,1111832,46839,69.43,0,0,49.45,97,1,"F","單一家族主導"
"502","M2331",2007,"6275 元山",2007-12-31,"OTC","其他電子業","家電","M15C1","家電製品","M15C",14368,13226,NA,NA,NA,58736,64737,65933,107812,1233928,799,1.9,268906,130000,0,1268023,929392,499307,30701,81.89,0,0,19.23,17,1,"F","單一家族主導"
"503","M2331",2007,"8021 尖點",2007-12-31,"TSE","其他電子業","PCB上-其他","M23B3X","主機板","M23B",95776,49395,NA,NA,NA,607497,653093,36517,88572,2140036,763,3.06,2763824,75652,0,2146226,4625574,2158563,36948,87.84,0,0,67,9,28,"M","專業經理人治理"
"504","M2331",2007,"8047 星雲",2007-12-31,"OTC","其他電子業","其他電子","M23Z","其他電子","M23Z",499,2844,NA,NA,NA,62954,66081,78515,87831,1007837,315,1.05,203976,25041,0,1028906,657239,129773,13840,119.21,-948,0,26.78,18,12,"F","單一家族主導"
"505","M2331",2007,"8085 福華",2007-12-31,"OTC","其他電子業","背光模組","M23C8B","光電/ IO","M23C",39528,22591,NA,NA,NA,123124,161851,143676,136552,10054412,3843,1.23,1778739,32446,530115,10099095,7880070,4993347,306082,118.47,0,0,63.4,15,8,"F","單一家族主導"
"506","M2331",2007,"8092 建暐",2007-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",-3529,411,NA,NA,NA,-19091,-16448,9868,23058,353510,192,0.94,229646,44877,0,361566,613843,232315,1069,90.04,0,0,58.18,0,18,"F","單一家族主導"
"507","M2331",2007,"8183 精星",2007-12-31,"OTC","其他電子業","PCB 組裝","M23B2B","主機板","M23B",-20069,2270,NA,NA,NA,14841,106123,57205,149276,7819697,4622,0.67,1561601,170051,51754,7910392,5488856,3339270,0,76.02,0,0,26.02,0,2,"M","專業經理人治理"
"508","M2331",2007,"8201 無敵",2007-12-31,"TSE","其他電子業","其他電子","M23Z","其他電子","M23Z",71843,63121,NA,NA,NA,373394,373394,295066,700120,4041252,1189,1.46,532272,212389,0,4268190,4294053,848759,543538,409.84,0,0,44.37,0,13,"M","專業經理人治理"
"509","M2331",2007,"8383 千附",2007-12-31,"OTC","其他電子業","廠辦機電","M23H1","電子設備","M23H",50917,34410,NA,NA,NA,313332,324545,31894,107697,2040565,535,2.04,745269,140656,0,2053616,2950498,1240917,21596,110.09,-496,0,17.27,0,10,"F","單一家族主導"
"510","M2331",2008,"1785 光洋科",2008-12-31,"OTC","其他電子業","貴金屬回收","M99L1","資源回收","M99L",103077,430181,NA,-430181,NA,856514,1130278,153129,266118,20752585,1055,1.51,3461088,303713,23977,20804669,11100128,4364811,164824,52.07,0,894,34.58,11,12,"F","單一家族主導"
"511","M2331",2008,"2312 金寶",2008-12-31,"TSE","其他電子業","數據機","M23E1","網路設備","M23E",-127,177936,NA,-177936,NA,60420,265174,511945,328891,32611380,8097,0.46,4031339,61762,0,32695545,35769766,16631371,12548,83.39,0,945323,27.31,100,66,"F","單一家族主導"
"512","M2331",2008,"2317 鴻海",2008-12-31,"TSE","其他電子業","PC","M23A1","PC系統","M23A",15903694,16232519,NA,-16232519,NA,72593680,79291562,23660061,29421020,1950481361,486000,1.21,253931300,3570568,0,1951973830,878621174,484300351,22202112,91.38,-1600428,0,70.17,36,7,"F","單一家族主導"
"513","M2331",2008,"2354 鴻準",2008-12-31,"TSE","其他電子業","機殼","M23D4","電子零組件","M23D",1571871,1424218,NA,-1424218,NA,7774800,8763614,1147378,1179423,159902584,54872,1.76,26428452,73008,0,159902584,90059165,52946734,365021,119.32,0,0,83.91,56,13,"F","單一家族主導"
"514","M2331",2008,"2359 所羅門",2008-12-31,"TSE","其他電子業","零組件代理","M23T2","資訊通路","M23T",182547,294797,NA,-294797,NA,192797,229496,72408,263682,7604186,1430,0.34,574452,150875,0,7618794,6146687,1799414,0,237.13,0,78635,3.87,1,4,"F","單一家族主導"
"515","M2331",2008,"2360 致茂",2008-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",198077,432443,NA,-432443,NA,1295898,1330624,557130,1205905,12227693,1638,1.12,2571955,450575,0,12298527,8659586,2548732,345266,132.82,-19257,0,57.95,17,53,"M","專業經理人治理"
"516","M2331",2008,"2373 震旦行",2008-12-31,"TSE","其他電子業","3C通路","M23T1","資訊通路","M23T",171173,125719,NA,-125719,NA,752149,829510,NA,NA,11800829,6257,1.4,2247070,329052,0,12189817,10217157,4848598,141382,89.42,-161680,0,74.77,15,14,"F","單一家族主導"
"517","M2331",2008,"2390 云辰",2008-12-31,"TSE","其他電子業","監控系統","M23C9","光電/ IO","M23C",1342,1295,NA,-1295,NA,8482,24041,70868,97610,1269768,1029,0.43,764719,82328,0,1271792,3516825,870307,70023,130.16,-5732,0,29.74,73,3,"F","單一家族主導"
"518","M2331",2008,"2404 漢唐",2008-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",184567,303655,NA,-303655,NA,639283,664338,32329,56319,9855388,724,0.69,350810,96855,0,9855388,9274553,5300342,30797,115.55,-34390,0,30.84,1,0,"F","單一家族主導"
"519","M2331",2008,"2423 固緯",2008-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",66591,87993,NA,-87993,NA,198499,209922,124403,296516,1699854,667,0.87,840901,412307,0,1720061,2269169,824812,46135,103.31,0,0,22.6,54,26,"F","單一家族主導"
"520","M2331",2008,"2433 互盛電",2008-12-31,"TSE","其他電子業","3C通路","M23T1","資訊通路","M23T",12251,82819,NA,-82819,NA,373414,427948,0,386533,2132708,587,1.03,1418160,31892,0,2148735,4787722,2615708,242182,55.48,0,0,80.91,6,23,"F","單一家族主導"
"521","M2331",2008,"2461 光群雷",2008-12-31,"TSE","其他電子業","其他光學","M23CZ2","光電/ IO","M23C",-6682,773,NA,-773,NA,109689,146428,116147,181510,3541685,1016,0.52,1629062,45550,0,3541685,4527592,1859561,26554,107.62,0,33943,38.11,36,43,"F","單一家族主導"
"522","M2331",2008,"2464 盟立",2008-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",32582,74820,NA,-74820,NA,522144,523698,156562,227988,4837593,749,1.06,580953,14544,0,4846695,4713077,1924138,59824,55.51,0,0,42.12,NA,6,"M","專業經理人治理"
"523","M2331",2008,"2474 可成",2008-12-31,"TSE","其他電子業","機殼","M23D4","電子零組件","M23D",571230,627394,NA,-627394,NA,4932473,5185373,901798,168528,19048505,33974,1.1,19893882,0,0,19048505,44626836,15073837,386942,142.94,-31238,0,55.51,87,9,"F","單一家族主導"
"524","M2331",2008,"2477 美隆電",2008-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",8928,92746,NA,-92746,NA,-23380,-9696,154731,272929,5071532,3785,0.49,1519843,28878,72155,5142573,5729489,1895622,102403,127.62,0,9356,48.93,90,0,"F","單一家族主導"
"525","M2331",2008,"2482 連宇",2008-12-31,"TSE","其他電子業","PC週邊","M23C3","光電/ IO","M23C",-195,18797,NA,-18797,NA,-7638,-2899,99027,173598,1048616,308,1.02,260162,152648,0,1048616,1149920,330001,77470,155.06,0,6898,40.47,22,73,"F","單一家族主導"
"526","M2331",2008,"2488 漢平",2008-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",8714,39578,NA,-39578,NA,174611,191061,111804,72992,2281197,1361,0.71,864401,26390,129529,2285056,2465331,801818,57694,201.36,0,0,32.19,84,0,"F","單一家族主導"
"527","M2331",2008,"2495 普安",2008-12-31,"TSE","其他電子業","硬碟磁碟","M23C4B","光電/ IO","M23C",32018,37885,NA,-37885,NA,1143564,1143614,259179,119177,2947671,497,1.42,494607,220192,0,3063683,5118197,343914,2463,1158.58,0,0,31.68,0,47,"M","專業經理人治理"
"528","M2331",2008,"2497 怡利電",2008-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",-19201,3292,NA,-3292,NA,-249964,-237510,92740,70372,662984,543,1.28,591261,175239,0,679888,1415167,454497,37727,65.63,0,0,20.26,4,19,"F","單一家族主導"
"529","M2331",2008,"3018 同開",2008-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",1393,-64,NA,64,NA,7920,10946,NA,NA,1121980,75,0.43,21357,12095,0,1121980,722991,313075,425,179.46,0,0,49.82,0,0,"M","專業經理人治理"
